prospect_no,loan_disb_date,asset_cost,disb_date,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,itv,itvg,target
878899,2023-10-15,844749,2025-01-10,12458,5.6,31,0,34.47,1,5,2,3,Business,Married,Male,Co-Applicant,Rural,Parents,Apartment,1,53.72,214,1,0.92,0.47,0
251626,2023-12-15,439014,2020-07-23,90549,6.11,21,0,47.57,0,3,1,28,Business,Single,Female,Primary,Semi-Urban,Parents,Shared,1,41.28,230,4,7.48,0.6,0
655375,2023-04-12,721673,2022-10-02,199613,7.69,50,0,37.17,1,4,2,26,Business,Single,Male,Co-Applicant,Semi-Urban,Rented,Shared,0,57.63,187,14,8.55,4.49,0
462702,2024-08-14,995811,2024-08-08,32728,8.47,45,1,35.35,1,2,1,21,Business,Married,Female,Co-Applicant,Rural,Rented,House,1,29.95,108,21,1.7,1.65,1
312626,2023-04-21,640376,2023-11-26,99659,12.12,39,0,9.47,1,4,1,21,Others,Married,Male,Co-Applicant,Semi-Urban,Parents,Apartment,0,55.39,160,15,9.77,1.79,0
699686,2020-09-22,876118,2021-07-21,57010,11.27,19,1,14.86,1,1,1,1,Business,Married,Other,Primary,Urban,Parents,Shared,1,51.81,76,8,6.84,4.98,0
503968,2021-11-29,973432,2023-10-09,46376,13.08,22,1,6.46,0,2,4,26,Others,Widowed,Female,Co-Applicant,Rural,Owned,Shared,1,47.19,178,15,8.45,4.34,0
855899,2022-03-11,392802,2021-08-10,58528,11.4,37,0,46.33,0,5,1,5,Business,Single,Female,Co-Applicant,Rural,Company Provided,Apartment,1,22.42,198,25,4.22,2.47,0
988235,2022-09-16,426335,2024-06-11,37359,8.37,70,1,5.99,1,4,3,10,Business,Widowed,Male,Co-Applicant,Rural,Company Provided,House,1,37.15,198,20,1.79,4.39,0
655583,2024-12-26,151123,2024-01-20,173091,11.91,62,0,19.91,0,1,3,3,Others,Widowed,Other,Primary,Rural,Rented,Shared,0,23.52,231,11,9.44,1.79,0
977716,2022-06-23,817142,2022-08-31,76063,8.98,25,0,35.86,1,3,4,24,Business,Married,Other,Co-Applicant,Semi-Urban,Owned,Others,0,52.62,113,8,5.88,2.02,0
151246,2024-01-15,208920,2022-02-21,146658,10.01,52,1,11.38,0,2,1,24,Business,Single,Other,Primary,Semi-Urban,Company Provided,Others,0,27.98,77,24,7.96,3.64,0
371811,2023-02-06,106749,2020-09-20,41937,14.9,39,0,36.1,1,1,2,5,Business,Single,Male,Co-Applicant,Urban,Rented,Shared,0,20.11,226,11,0.7,4.48,0
700679,2022-03-06,943013,2024-02-14,132459,9.79,69,0,30.06,1,3,3,5,Salary,Married,Other,Primary,Urban,Parents,Apartment,1,21.14,43,19,2.49,2.33,0
974344,2021-10-08,491482,2020-08-06,37808,10.9,39,0,40.64,1,1,2,22,Business,Divorced,Female,Primary,Urban,Owned,Shared,1,45.52,22,12,6.09,4.81,0
877522,2024-06-16,253969,2021-06-06,18751,10.01,51,1,38.99,1,0,4,27,Business,Single,Other,Co-Applicant,Urban,Rented,Shared,0,35.2,27,19,2.1,4.57,0
554480,2022-01-03,979386,2023-05-26,161623,10.04,50,1,30.66,1,5,1,10,Business,Single,Other,Primary,Urban,Owned,Apartment,0,28.72,113,3,8.91,2.56,0
629625,2023-06-02,944663,2024-01-24,46639,11.58,26,1,42.2,0,0,2,12,Salary,Divorced,Female,Primary,Urban,Parents,Apartment,0,29.62,93,7,5.8,3.13,0
471642,2022-10-08,412313,2020-11-11,79273,5.82,64,1,7.46,1,4,3,18,Salary,Married,Other,Co-Applicant,Rural,Company Provided,Shared,0,33.07,221,25,1.44,2.82,0
865560,2024-02-02,880754,2020-03-16,21790,8.01,62,1,34.89,0,1,3,3,Salary,Married,Other,Co-Applicant,Rural,Rented,Shared,0,28.5,58,3,9.73,3.31,0
126034,2024-12-30,609910,2021-08-29,129838,7.14,62,0,1.76,0,4,2,5,Others,Widowed,Female,Primary,Semi-Urban,Parents,Apartment,0,53.63,204,2,1.59,0.75,0
928365,2023-02-17,183952,2020-11-26,67739,14.83,68,1,31.8,0,2,4,6,Others,Widowed,Male,Co-Applicant,Rural,Owned,Others,1,22.53,138,9,5.51,1.59,0
850975,2020-12-28,77025,2024-02-27,118795,5.92,30,0,46.93,0,2,1,2,Others,Divorced,Female,Primary,Semi-Urban,Rented,Apartment,0,44.91,208,21,4.43,0.4,0
119973,2021-11-14,95708,2023-04-15,116324,8.02,18,0,12.74,1,1,4,13,Others,Married,Female,Primary,Urban,Company Provided,Shared,1,41.09,164,20,4.34,1.53,0
911339,2023-05-18,178706,2024-01-27,35903,11.05,63,0,23.86,1,0,3,10,Business,Single,Female,Primary,Rural,Parents,Apartment,1,52.84,48,12,9.7,0.7,0
373789,2023-05-31,973734,2024-05-02,70855,12.1,21,0,42.57,0,3,1,18,Business,Widowed,Male,Primary,Urban,Owned,Shared,0,33.84,233,24,5.02,4.29,0
385416,2022-04-06,604284,2020-09-26,176854,6.69,19,1,20.01,0,0,1,20,Others,Widowed,Female,Co-Applicant,Rural,Parents,Apartment,1,21.12,188,12,3.59,2.19,0
761634,2023-09-06,956541,2022-07-20,29410,14.1,41,1,16.42,1,1,3,22,Business,Divorced,Male,Co-Applicant,Semi-Urban,Rented,Others,0,59.86,33,6,4.45,3.55,0
327807,2024-06-29,573961,2023-10-10,70104,6.92,66,0,20.59,1,2,3,15,Salary,Widowed,Male,Primary,Rural,Parents,Others,0,53.65,207,10,5.07,2.12,0
818016,2022-01-09,220944,2023-10-29,93193,5.22,22,1,27.08,1,3,1,12,Salary,Widowed,Male,Primary,Semi-Urban,Owned,Others,0,37.17,102,14,1.96,3.0,0
915830,2021-10-18,677230,2024-05-24,27133,7.79,39,1,21.8,1,1,2,24,Salary,Divorced,Other,Primary,Semi-Urban,Owned,House,0,34.55,105,11,9.76,2.88,1
657902,2024-03-08,960845,2021-12-24,93099,9.78,66,0,30.02,0,3,3,2,Others,Widowed,Other,Co-Applicant,Semi-Urban,Rented,House,1,22.13,132,14,9.88,2.65,0
960531,2023-08-16,404943,2024-06-02,161630,14.8,47,0,31.05,1,1,3,17,Salary,Divorced,Female,Co-Applicant,Urban,Parents,Shared,0,58.74,152,9,2.07,2.61,0
178588,2020-07-03,260936,2020-07-07,104133,9.62,60,0,24.94,1,3,3,16,Salary,Married,Other,Co-Applicant,Urban,Rented,Others,1,47.69,184,11,3.95,4.87,0
965626,2020-05-12,348349,2020-12-21,80268,6.33,58,0,14.03,0,4,3,3,Business,Single,Male,Co-Applicant,Rural,Company Provided,Apartment,0,20.35,212,6,0.71,0.6,1
977158,2024-02-27,996355,2023-09-10,143645,8.43,63,0,27.78,1,2,1,10,Others,Married,Female,Primary,Urban,Parents,Apartment,0,30.6,212,7,3.03,3.59,0
148135,2022-08-10,100937,2024-08-02,33352,12.32,20,0,40.33,1,5,3,15,Others,Divorced,Male,Co-Applicant,Urban,Owned,House,0,54.95,220,19,4.78,3.57,0
840966,2023-07-02,993744,2023-02-25,120901,5.88,22,1,2.95,1,2,4,21,Others,Divorced,Other,Co-Applicant,Semi-Urban,Owned,House,1,29.86,74,10,4.53,4.61,0
180293,2022-04-06,721028,2021-03-17,133342,11.45,56,0,6.46,1,5,4,24,Others,Married,Female,Primary,Urban,Owned,Others,1,25.11,183,22,3.45,3.01,0
452219,2022-01-20,844979,2022-04-30,78582,7.46,35,0,31.2,1,2,3,19,Business,Divorced,Male,Co-Applicant,Rural,Parents,Others,1,26.42,56,19,8.48,1.87,1
571411,2024-05-28,536102,2023-03-20,86162,11.24,25,1,17.92,0,2,3,20,Others,Married,Male,Primary,Semi-Urban,Parents,Shared,1,48.26,150,20,9.17,2.05,0
123964,2020-09-03,228325,2024-12-14,139334,5.95,51,0,2.26,0,1,2,27,Salary,Divorced,Female,Co-Applicant,Rural,Owned,Shared,0,45.31,114,12,3.49,0.73,0
498714,2021-12-21,599593,2022-11-16,24494,6.78,45,0,33.77,1,2,4,15,Salary,Widowed,Female,Primary,Rural,Company Provided,House,0,43.53,193,5,6.07,0.36,0
544853,2020-12-07,265871,2020-09-02,82666,5.0,67,0,16.92,0,0,2,7,Others,Divorced,Female,Primary,Rural,Company Provided,Others,0,50.98,176,17,0.82,3.94,0
420422,2020-01-14,499388,2024-03-18,134987,12.52,20,0,23.81,0,3,1,13,Salary,Single,Female,Co-Applicant,Rural,Rented,Shared,1,36.5,38,9,0.98,0.71,0
786841,2020-08-04,710242,2021-02-23,131057,6.3,47,1,15.08,0,2,3,24,Others,Single,Male,Primary,Rural,Parents,Others,1,35.65,232,6,5.58,2.86,1
316820,2024-06-02,581510,2022-10-25,168945,10.6,46,1,49.4,0,4,3,30,Business,Single,Female,Primary,Rural,Parents,Others,0,26.09,63,1,7.51,1.77,0
823625,2022-07-16,530567,2024-03-19,28302,6.81,70,0,46.68,1,3,2,12,Business,Divorced,Other,Co-Applicant,Urban,Rented,House,1,42.95,232,15,2.35,2.82,0
967070,2020-10-02,723015,2021-12-26,91365,7.11,46,0,42.61,1,3,1,16,Business,Single,Other,Co-Applicant,Rural,Rented,House,0,42.76,179,14,5.94,1.06,0
738060,2020-06-11,426813,2023-05-08,173724,5.16,30,1,46.15,0,1,4,8,Business,Single,Other,Primary,Semi-Urban,Parents,House,0,21.39,106,10,1.58,0.68,1
387964,2023-11-29,198889,2021-06-16,45846,9.32,30,0,36.61,1,5,1,25,Salary,Widowed,Other,Primary,Urban,Parents,Others,0,55.71,124,14,6.08,2.03,0
708460,2022-05-12,900791,2023-11-07,61443,5.66,27,0,22.4,0,0,1,15,Others,Divorced,Other,Primary,Rural,Rented,Shared,1,37.57,225,11,6.2,1.44,1
593245,2020-05-03,567860,2022-07-26,89892,9.54,30,0,31.98,1,3,1,13,Business,Single,Female,Co-Applicant,Rural,Rented,House,0,25.74,130,8,5.36,0.34,1
915507,2022-12-27,401881,2021-07-11,129464,10.24,55,1,27.47,1,5,2,7,Salary,Single,Male,Co-Applicant,Urban,Parents,Shared,0,22.47,240,13,1.53,1.74,0
807007,2023-04-23,506086,2023-12-27,115139,12.62,29,1,29.13,0,2,4,1,Business,Widowed,Male,Primary,Rural,Rented,Apartment,1,35.32,80,14,0.51,4.4,0
904992,2024-12-20,213148,2022-10-23,34533,5.95,64,1,20.81,1,5,1,17,Business,Married,Other,Primary,Rural,Company Provided,Shared,0,48.03,28,14,0.93,2.25,0
115024,2023-04-12,861237,2020-04-29,30890,11.4,26,0,33.41,1,5,3,27,Business,Married,Other,Co-Applicant,Rural,Company Provided,Shared,1,28.77,234,8,8.92,0.48,0
288884,2023-08-05,891657,2022-10-28,118132,7.06,40,0,44.54,0,3,1,18,Business,Single,Female,Primary,Rural,Company Provided,House,0,52.52,158,13,3.57,2.19,0
435414,2023-04-12,92200,2020-12-27,76427,7.55,47,1,43.97,0,2,2,13,Others,Married,Male,Primary,Urban,Company Provided,Shared,1,52.73,147,24,4.87,1.07,0
767868,2020-03-14,460578,2020-02-01,120986,14.31,63,1,5.5,0,1,3,11,Others,Divorced,Female,Primary,Urban,Rented,Shared,1,32.77,144,5,7.25,2.68,0
232929,2020-11-07,910292,2022-08-22,102335,7.85,27,0,2.82,1,3,3,29,Others,Widowed,Other,Co-Applicant,Semi-Urban,Owned,Shared,1,50.91,57,7,1.74,2.97,0
472984,2021-07-05,512451,2024-09-23,37735,9.72,58,1,34.69,0,2,3,30,Others,Married,Other,Co-Applicant,Rural,Company Provided,Shared,1,34.37,129,13,8.22,4.16,1
110122,2021-08-17,829140,2021-08-22,133569,12.72,69,0,47.71,0,2,3,21,Others,Widowed,Other,Co-Applicant,Urban,Owned,Apartment,0,59.77,162,14,8.35,4.47,0
657282,2020-04-30,57171,2024-05-23,70226,9.65,30,1,11.2,1,3,2,3,Others,Divorced,Other,Co-Applicant,Semi-Urban,Owned,Apartment,0,23.55,225,1,4.97,4.08,1
658290,2021-03-25,689358,2020-02-10,168793,14.81,27,0,26.08,0,0,3,30,Business,Divorced,Female,Co-Applicant,Rural,Owned,House,1,31.12,201,3,3.3,4.44,0
978927,2022-11-14,482023,2020-04-10,12158,12.71,43,1,39.55,0,5,3,1,Business,Single,Female,Primary,Urban,Owned,Others,0,38.08,13,22,2.48,0.93,0
302628,2020-11-29,685429,2024-01-19,30455,7.83,66,0,33.19,1,1,1,9,Salary,Single,Male,Co-Applicant,Rural,Parents,Others,0,54.82,60,5,8.24,4.32,0
968431,2022-12-04,259251,2023-06-03,79531,6.81,51,1,12.73,1,5,2,6,Salary,Single,Female,Co-Applicant,Urban,Owned,Others,0,58.2,76,11,9.52,0.59,0
676772,2021-06-17,708917,2020-03-12,137496,12.97,33,1,23.68,0,0,3,19,Business,Divorced,Other,Primary,Urban,Parents,Apartment,0,46.61,132,25,7.08,3.21,0
313541,2021-01-01,684812,2020-11-08,172313,8.04,45,0,44.96,0,2,2,19,Business,Married,Other,Co-Applicant,Urban,Parents,House,0,51.72,104,17,1.63,3.17,0
939207,2020-06-01,645114,2023-05-27,14921,11.42,70,0,17.18,1,4,3,4,Salary,Married,Male,Co-Applicant,Urban,Rented,Others,0,23.91,35,2,2.16,0.68,0
503920,2022-11-26,693810,2024-10-11,96422,12.95,57,1,41.84,0,4,3,11,Business,Widowed,Other,Primary,Urban,Company Provided,Apartment,0,38.94,13,12,2.95,3.41,0
658702,2023-12-15,555786,2020-10-05,122958,7.05,30,1,44.72,1,4,1,22,Others,Divorced,Female,Primary,Urban,Parents,House,0,35.4,235,21,1.0,1.16,1
715477,2024-04-21,296970,2023-05-04,59904,8.15,56,1,38.57,1,4,3,26,Business,Widowed,Female,Primary,Rural,Owned,Apartment,0,33.52,122,3,4.48,0.22,1
612930,2021-03-10,543680,2023-07-07,77118,6.36,62,0,9.69,1,4,3,21,Business,Divorced,Female,Primary,Urban,Rented,Shared,1,27.63,71,19,2.56,0.68,0
208484,2024-01-14,753544,2024-03-10,180882,13.76,44,1,26.51,1,3,2,22,Salary,Married,Female,Co-Applicant,Semi-Urban,Parents,Others,0,51.35,114,20,2.04,1.79,0
666748,2023-09-13,276621,2021-10-14,92169,8.61,63,1,13.4,1,4,2,25,Business,Divorced,Other,Primary,Semi-Urban,Company Provided,Others,1,51.07,87,2,7.35,1.96,0
956128,2022-06-19,463899,2024-04-14,193737,14.67,66,1,30.04,0,0,2,17,Others,Divorced,Other,Co-Applicant,Semi-Urban,Rented,Apartment,0,37.92,19,23,4.87,0.91,0
111579,2023-08-19,338283,2024-02-20,34218,7.6,67,1,33.37,1,5,2,19,Others,Widowed,Male,Co-Applicant,Rural,Company Provided,Apartment,1,28.19,236,1,1.7,4.32,0
272158,2022-07-22,576430,2024-01-21,153794,6.01,47,1,11.55,1,3,1,25,Business,Married,Other,Primary,Rural,Parents,House,0,26.06,164,25,6.69,3.25,1
176825,2022-04-14,818337,2025-01-08,46939,12.76,51,1,2.7,0,3,1,13,Salary,Divorced,Male,Primary,Semi-Urban,Parents,Shared,0,54.38,228,14,0.98,4.06,0
434352,2020-12-27,790346,2021-04-26,58889,10.88,68,1,25.96,1,2,1,17,Salary,Married,Female,Primary,Rural,Company Provided,Others,0,25.06,195,5,9.0,1.68,0
751773,2021-04-13,469141,2021-04-09,70131,14.71,18,0,21.9,0,2,4,30,Business,Widowed,Female,Co-Applicant,Urban,Parents,House,0,33.67,149,3,4.84,1.69,0
896341,2023-09-16,504353,2022-06-26,62627,12.96,25,1,30.69,1,4,2,4,Salary,Widowed,Other,Co-Applicant,Urban,Company Provided,House,0,50.88,38,13,8.35,3.7,0
248523,2022-11-10,547850,2021-02-24,121084,7.99,70,1,6.83,0,1,1,3,Others,Divorced,Other,Co-Applicant,Semi-Urban,Owned,House,1,54.01,58,5,1.0,3.89,0
481200,2020-02-11,541475,2024-11-23,53903,9.38,59,1,36.16,0,4,2,26,Others,Married,Other,Primary,Semi-Urban,Owned,Others,0,55.76,45,15,1.24,3.87,0
779668,2023-03-20,167615,2021-11-09,29276,14.0,59,0,35.03,1,1,3,5,Salary,Widowed,Other,Primary,Rural,Parents,Apartment,0,42.72,119,22,6.03,4.88,0
633935,2024-09-19,745429,2022-01-27,117115,5.71,43,1,20.07,0,2,3,6,Others,Married,Other,Primary,Rural,Company Provided,House,0,59.62,90,6,1.78,4.18,0
323260,2024-03-02,878020,2023-01-30,106083,7.73,68,1,8.46,0,5,1,23,Salary,Single,Female,Primary,Rural,Company Provided,Apartment,1,59.39,133,22,8.36,2.33,0
261710,2024-08-24,345246,2023-12-10,16823,7.36,53,0,19.64,0,0,3,1,Others,Divorced,Male,Primary,Rural,Company Provided,Apartment,1,51.31,63,11,3.42,4.99,0
875275,2020-06-25,137336,2025-01-05,133683,14.91,57,0,9.54,1,4,4,15,Others,Married,Female,Co-Applicant,Rural,Owned,Apartment,0,50.11,175,2,3.32,0.51,0
118530,2022-12-27,667930,2020-11-30,199794,8.54,56,1,21.42,0,2,2,6,Business,Married,Other,Primary,Semi-Urban,Owned,Apartment,1,39.31,12,17,3.66,4.68,1
585090,2023-01-30,186291,2020-06-13,37546,5.97,53,1,35.87,1,3,1,13,Business,Divorced,Other,Co-Applicant,Rural,Owned,House,1,38.71,103,6,9.67,2.81,1
584087,2020-05-13,388789,2020-04-11,28484,7.72,52,0,1.7,1,5,2,10,Others,Single,Male,Co-Applicant,Rural,Company Provided,House,1,44.09,99,19,1.15,4.43,0
783648,2021-12-04,281579,2020-11-09,16753,8.82,35,0,22.3,0,1,3,25,Others,Divorced,Female,Primary,Urban,Company Provided,Others,0,32.66,113,4,4.85,2.55,1
530361,2021-02-02,238722,2020-04-26,42291,12.26,64,0,40.44,0,4,4,19,Others,Single,Female,Co-Applicant,Semi-Urban,Parents,House,0,28.33,147,8,7.8,1.59,0
802363,2023-05-01,631955,2020-05-27,25679,11.72,31,0,33.1,1,4,1,23,Business,Married,Other,Co-Applicant,Semi-Urban,Parents,House,0,24.62,94,25,8.62,0.33,0
170688,2024-10-11,422094,2023-09-04,37285,6.98,64,1,2.28,1,1,2,20,Others,Married,Male,Primary,Rural,Company Provided,Apartment,0,31.94,33,7,8.41,1.41,0
905672,2020-10-25,476712,2020-05-24,5778,14.52,39,1,28.97,1,3,3,23,Salary,Married,Other,Co-Applicant,Urban,Rented,Others,0,33.6,70,24,8.46,2.25,0
821579,2024-09-29,642127,2021-12-23,76633,8.95,57,1,19.42,0,4,3,28,Business,Divorced,Other,Co-Applicant,Urban,Owned,Shared,1,58.51,29,23,7.05,1.14,0
987067,2023-09-06,728483,2022-11-03,6681,12.54,70,1,39.79,0,5,3,16,Salary,Divorced,Other,Primary,Semi-Urban,Owned,Apartment,1,31.23,162,12,6.44,4.84,0
604409,2020-06-26,897580,2023-08-18,73026,14.01,56,0,20.76,1,4,2,13,Salary,Single,Other,Co-Applicant,Urban,Owned,Shared,1,44.01,131,22,8.9,4.39,0
737796,2022-07-01,902797,2023-07-18,5943,9.88,44,1,46.42,0,2,2,15,Others,Single,Male,Co-Applicant,Rural,Rented,Others,0,29.56,134,21,5.33,0.69,0
184585,2023-08-07,235189,2020-05-03,122030,8.56,68,0,27.32,1,2,4,3,Salary,Single,Other,Co-Applicant,Rural,Owned,Apartment,0,58.51,154,9,7.25,4.11,0
143107,2024-06-08,147368,2023-10-04,126834,6.25,29,1,8.64,0,1,2,30,Others,Divorced,Male,Co-Applicant,Rural,Parents,Apartment,1,22.2,147,18,1.38,2.64,1
782968,2022-05-29,516961,2021-05-04,185375,13.23,66,0,35.02,1,1,4,1,Salary,Widowed,Male,Co-Applicant,Rural,Company Provided,Apartment,0,55.56,228,7,2.32,0.11,0
926419,2022-11-05,471855,2020-07-23,92019,13.62,45,0,19.77,0,0,2,27,Salary,Single,Other,Co-Applicant,Semi-Urban,Rented,Apartment,0,44.07,139,23,2.75,3.9,0
554725,2020-06-27,379519,2022-08-06,178934,14.89,65,1,44.72,0,2,2,10,Business,Divorced,Other,Primary,Urban,Parents,Shared,1,48.12,95,3,4.62,0.74,0
534027,2020-03-05,305295,2020-10-03,53737,13.48,45,0,33.33,0,5,1,1,Others,Married,Female,Primary,Semi-Urban,Parents,Shared,1,51.18,58,5,9.04,1.36,0
686716,2023-01-10,636892,2024-11-19,104863,13.58,42,1,35.61,1,0,2,15,Salary,Widowed,Male,Primary,Urban,Parents,Others,1,31.87,57,20,1.78,2.36,0
470170,2021-12-01,408500,2021-08-16,89490,5.19,44,1,47.61,0,2,1,29,Others,Single,Female,Primary,Urban,Owned,Others,1,44.48,157,3,0.67,2.61,0
644846,2022-07-04,216803,2024-06-29,133183,11.01,45,1,17.08,1,5,2,23,Others,Married,Male,Primary,Rural,Parents,Apartment,1,58.14,168,20,3.79,4.63,0
321433,2020-02-01,610887,2021-02-04,145686,11.31,27,0,24.52,0,5,1,27,Salary,Single,Male,Co-Applicant,Semi-Urban,Owned,Shared,1,43.48,141,17,1.25,4.17,0
206089,2020-12-17,793494,2021-09-28,25656,8.76,64,0,25.43,1,5,4,6,Salary,Divorced,Female,Co-Applicant,Rural,Company Provided,Shared,1,57.11,54,6,5.28,1.98,0
205617,2021-04-18,835667,2022-05-23,130745,9.28,29,1,38.71,1,5,1,17,Salary,Single,Female,Co-Applicant,Semi-Urban,Owned,Shared,0,57.09,68,6,1.1,2.91,0
205902,2024-01-30,785205,2023-04-08,134671,7.45,59,1,12.32,0,5,4,13,Business,Married,Male,Co-Applicant,Semi-Urban,Owned,Others,1,52.82,70,2,1.33,1.12,0
551134,2024-07-11,596593,2020-12-18,176880,5.49,33,1,41.15,1,0,2,7,Salary,Widowed,Other,Co-Applicant,Urban,Company Provided,Apartment,0,22.58,159,8,5.1,2.25,1
445858,2024-01-20,679698,2022-01-05,31106,6.57,28,1,10.1,1,0,2,21,Business,Single,Female,Co-Applicant,Rural,Parents,Shared,0,48.97,170,22,6.79,2.95,0
883989,2022-01-01,387120,2022-11-05,116248,14.1,55,1,10.43,0,2,3,13,Others,Widowed,Male,Primary,Rural,Owned,Apartment,1,33.46,88,10,2.59,2.15,0
484369,2022-07-23,169127,2020-12-03,97490,12.04,52,0,30.14,0,5,3,24,Others,Married,Male,Co-Applicant,Semi-Urban,Rented,House,1,41.47,172,12,5.84,2.88,0
199128,2023-02-20,649695,2024-09-28,131461,8.08,25,1,2.61,0,5,4,17,Salary,Divorced,Female,Primary,Rural,Company Provided,Apartment,0,22.34,234,16,7.58,4.28,1
752632,2021-02-03,168637,2022-05-27,118476,5.51,28,1,13.3,1,1,1,13,Business,Widowed,Other,Primary,Semi-Urban,Rented,House,0,37.17,128,15,2.41,0.84,1
307658,2022-03-03,219979,2021-12-01,96115,12.6,66,0,42.23,1,4,2,2,Business,Widowed,Male,Primary,Rural,Company Provided,Apartment,0,47.74,48,3,3.62,4.57,0
579886,2023-12-17,701040,2023-06-06,167457,14.53,70,1,6.3,1,1,4,30,Salary,Divorced,Other,Co-Applicant,Semi-Urban,Company Provided,Shared,0,52.93,211,24,2.11,4.21,0
875362,2024-02-29,263156,2023-08-06,129488,12.67,41,0,2.36,1,0,1,2,Others,Widowed,Male,Primary,Semi-Urban,Parents,Shared,1,45.86,88,22,3.15,1.41,0
716407,2021-12-27,382702,2022-01-20,105746,9.41,25,0,9.15,0,1,2,18,Salary,Divorced,Other,Co-Applicant,Urban,Parents,Others,1,21.28,70,14,2.84,1.51,1
259958,2022-09-29,192705,2020-10-14,87200,6.84,29,0,15.23,1,4,2,5,Business,Married,Female,Co-Applicant,Rural,Owned,Others,0,22.79,21,9,3.12,4.38,1
587709,2024-05-01,970284,2020-01-13,185036,9.46,21,0,22.7,0,2,4,17,Others,Widowed,Female,Co-Applicant,Rural,Parents,Shared,0,25.73,99,20,2.5,2.4,0
366939,2020-08-27,541999,2020-11-29,52288,11.18,62,0,36.67,1,0,2,28,Others,Widowed,Male,Co-Applicant,Semi-Urban,Rented,Apartment,1,23.02,193,22,5.77,3.13,0
171075,2022-02-06,466096,2022-08-09,29642,13.93,57,1,14.59,1,4,4,6,Others,Married,Female,Co-Applicant,Rural,Owned,House,0,38.38,207,1,9.03,0.28,0
607081,2020-12-12,195533,2021-04-27,32415,7.65,39,1,36.65,1,2,3,4,Others,Divorced,Male,Primary,Semi-Urban,Company Provided,Apartment,1,52.44,30,18,1.18,1.75,0
332167,2024-02-08,196681,2020-05-26,36684,9.52,69,1,33.83,0,1,3,19,Salary,Widowed,Other,Co-Applicant,Urban,Company Provided,Others,1,23.57,127,14,3.51,3.92,0
237442,2023-08-01,261556,2021-03-14,186227,11.77,49,0,24.07,1,1,1,19,Others,Married,Other,Co-Applicant,Urban,Company Provided,Apartment,1,36.32,181,14,6.6,1.02,0
268695,2020-02-23,653788,2024-06-03,198082,9.88,69,0,1.66,1,0,3,28,Business,Divorced,Male,Primary,Urban,Owned,Apartment,1,41.61,110,18,6.97,3.58,0
264779,2024-07-30,909190,2021-01-12,71359,10.93,64,0,31.54,0,1,4,23,Others,Single,Male,Primary,Urban,Owned,Apartment,0,32.48,27,25,3.62,2.31,0
857792,2024-06-27,172869,2020-12-26,141399,14.59,25,1,16.51,0,0,3,26,Others,Single,Female,Co-Applicant,Semi-Urban,Parents,Shared,1,46.54,47,23,8.51,1.61,0
683534,2024-10-16,258319,2022-06-18,130803,12.85,22,0,14.97,0,0,3,28,Others,Married,Male,Co-Applicant,Semi-Urban,Owned,House,1,45.13,234,1,6.63,1.36,0
135204,2021-08-04,975782,2021-02-10,124104,13.38,58,0,30.87,1,4,3,4,Others,Widowed,Female,Primary,Semi-Urban,Owned,Others,1,24.56,45,6,5.42,2.06,0
778865,2023-01-25,187647,2022-06-26,179598,5.88,48,1,2.34,1,0,2,7,Others,Married,Male,Primary,Urban,Rented,Shared,0,37.45,56,23,7.17,3.08,1
348409,2021-08-25,563405,2021-08-24,114683,10.79,46,1,10.84,1,5,2,18,Business,Divorced,Male,Primary,Urban,Owned,Others,0,47.48,156,3,5.45,4.0,0
603290,2020-12-04,125456,2020-09-28,176126,8.27,35,1,12.43,1,1,2,1,Business,Single,Male,Primary,Semi-Urban,Parents,Apartment,1,35.7,39,5,9.86,0.66,1
668989,2020-04-08,696460,2023-11-01,65279,5.84,51,0,39.21,0,3,3,5,Others,Single,Male,Primary,Rural,Company Provided,Others,0,33.14,69,1,3.82,2.82,1
629608,2020-03-20,481883,2020-06-22,166069,6.51,41,0,47.68,1,1,2,13,Business,Single,Other,Primary,Urban,Owned,Others,1,42.18,162,17,1.13,3.46,0
147915,2021-04-10,236603,2022-03-04,62689,6.63,59,1,40.76,0,3,4,21,Business,Divorced,Male,Co-Applicant,Rural,Rented,Shared,1,55.05,12,2,8.51,2.57,0
795794,2021-01-27,304466,2021-07-14,37640,14.48,44,1,8.48,1,0,4,3,Others,Widowed,Other,Primary,Semi-Urban,Parents,Apartment,0,49.18,28,24,2.18,0.44,0
285972,2021-07-23,968679,2024-07-04,155563,11.74,19,0,26.31,0,1,2,27,Others,Single,Other,Primary,Rural,Company Provided,House,0,53.63,193,10,1.05,1.42,0
599614,2022-06-30,389404,2022-06-12,61096,10.57,48,1,26.17,1,5,1,3,Others,Widowed,Female,Primary,Semi-Urban,Parents,Others,0,59.34,81,16,0.78,2.14,0
263471,2020-09-02,663629,2022-09-08,5600,11.72,46,1,36.63,1,4,1,26,Salary,Married,Female,Primary,Urban,Parents,Shared,1,53.19,194,5,9.07,3.81,0
368043,2021-07-22,396998,2021-08-12,55746,8.39,23,0,41.44,0,5,1,28,Salary,Divorced,Female,Co-Applicant,Semi-Urban,Owned,House,1,39.05,109,14,8.48,0.2,0
